qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
7957,1009,838,1,2,18,98.577,0.0,0.0
7958,1009,845,3,35,19,98.635,0.0,0.0
7959,1009,840,3,18,20,98.682,0.0,0.0
7960,1010,1,131,44,1,82.043,81.014,80.486
7961,1010,822,131,77,2,82.367,81.193,80.598
7962,1010,20,6,5,3,82.885,81.912,81.19
7963,1010,830,9,33,4,82.876,81.678,81.32
7964,1010,844,6,16,5,82.017,81.739,81.442
7965,1010,154,210,8,6,82.959,81.87,81.826
7966,1010,825,210,20,7,82.519,82.221,82.099
7967,1010,846,1,4,8,82.702,82.423,82.304
7968,1010,8,51,7,9,82.966,82.349,82.314
7969,1010,815,211,11,10,82.908,82.532,82.781
7970,1010,807,4,27,11,82.54,82.562,0.0
7971,1010,817,4,3,12,82.921,82.57,0.0
7972,1010,848,5,23,13,82.757,82.636,0.0
7973,1010,841,51,99,14,82.431,82.714,0.0
7974,1010,826,5,26,15,82.511,82.774,0.0
7975,1010,840,211,18,16,83.017,0.0,0.0
7976,1010,842,9,10,17,83.02,0.0,0.0
7977,1010,832,1,55,18,83.084,0.0,0.0
7978,1010,847,3,63,19,84.36,0.0,0.0
7979,1010,9,3,88,20,86.067,0.0,0.0
7980,1011,844,6,16,1,88.495,88.046,87.866
7981,1011,20,6,5,2,88.733,88.356,88.16
7982,1011,1,131,44,3,89.262,88.578,88.19
7983,1011,822,131,77,4,89.498,88.83,88.256
7984,1011,830,9,33,5,89.579,89.109,88.752
7985,1011,825,210,20,6,89.532,89.017,88.757
7986,1011,832,1,55,7,89.528,89.055,88.813
7987,1011,154,210,8,8,89.688,89.249,89.015
7988,1011,8,51,7,9,89.959,89.471,89.022
7989,1011,846,1,4,10,89.381,89.258,89.043
7990,1011,817,4,3,11,89.859,89.488,0.0
7991,1011,848,5,23,12,89.514,89.513,0.0
7992,1011,842,9,10,13,89.9,89.526,0.0
7993,1011,815,211,11,14,89.893,89.756,0.0
7994,1011,826,5,26,15,89.876,89.854,0.0
7995,1011,841,51,99,16,90.026,0.0,0.0
7996,1011,807,4,27,17,90.034,0.0,0.0
7997,1011,840,211,18,18,90.217,0.0,0.0
7998,1011,847,3,63,19,91.759,0.0,0.0
7999,1011,9,3,88,20,91.799,0.0,0.0
8000,1012,822,131,77,1,92.658,91.728,91.547
8001,1012,1,131,44,2,93.115,91.637,91.57
8002,1012,20,6,5,3,93.557,92.232,91.848
8003,1012,844,6,16,4,92.712,92.324,91.865
8004,1012,830,9,33,5,93.274,92.369,92.089
8005,1012,842,9,10,6,93.863,92.948,92.93
8006,1012,817,4,3,7,93.709,93.214,92.958
8007,1012,807,4,27,8,93.644,93.968,92.962
8008,1012,825,210,20,9,94.036,93.15,0.0
8009,1012,154,210,8,10,93.752,93.156,0.0
8010,1012,826,5,26,11,93.783,93.236,0.0
8011,1012,815,211,11,12,94.026,93.299,0.0
8012,1012,8,51,7,13,94.125,93.419,0.0
8013,1012,832,1,55,14,93.686,93.523,0.0
8014,1012,846,1,4,15,94.148,93.967,0.0
8015,1012,840,211,18,16,94.292,0.0,0.0
8016,1012,847,3,63,17,95.253,0.0,0.0
8017,1012,9,3,88,18,95.281,0.0,0.0
8018,1013,822,131,77,1,102.026,101.5,100.495
8019,1013,1,131,44,2,101.614,101.58,100.554
8020,1013,20,6,5,3,102.042,101.889,100.797
8021,1013,830,9,33,4,101.727,101.388,101.069
8022,1013,815,211,11,5,102.249,101.87,101.593
8023,1013,826,5,26,6,102.324,102.221,101.681
8024,1013,846,1,4,7,102.371,102.084,101.886
8025,1013,841,51,99,8,102.14,102.381,102.424
8026,1013,844,6,16,9,101.426,101.995,0.0
8027,1013,832,1,55,10,101.936,102.398,0.0
8028,1013,817,4,3,11,102.486,102.477,0.0
8029,1013,848,5,23,12,102.154,102.494,0.0
8030,1013,825,210,20,13,102.382,102.699,0.0
8031,1013,840,211,18,14,102.63,0.0,0.0
8032,1013,154,210,8,15,103.407,0.0,0.0
8033,1013,807,4,27,16,103.427,0.0,0.0
8034,1013,847,3,63,17,105.062,0.0,0.0
8035,1013,9,3,88,18,105.455,0.0,0.0
8036,1013,8,51,7,19,0.0,0.0,0.0
8037,1013,842,9,10,20,0.0,0.0,0.0
8038,1014,822,131,77,1,76.979,75.924,75.406
8039,1014,1,131,44,2,77.292,76.038,76.04
8040,1014,20,6,5,3,77.425,76.667,76.272
8041,1014,830,9,33,4,77.244,76.726,76.357
8042,1014,844,6,16,5,77.388,76.714,76.588
8043,1014,842,9,10,6,77.862,76.932,76.708
8044,1014,154,210,8,7,78.042,77.066,76.911
8045,1014,825,210,20,8,77.669,77.272,76.922
8046,1014,826,5,26,9,77.914,77.243,77.573
8047,1014,817,4,3,10,78.385,77.299,78.106
8048,1014,846,1,4,11,77.611,77.338,0.0
8049,1014,848,5,23,12,77.796,77.445,0.0
8050,1014,832,1,55,13,77.76,77.599,0.0
8051,1014,8,51,7,14,78.132,77.788,0.0
8052,1014,815,211,11,15,78.286,77.886,0.0
8053,1014,807,4,27,16,78.404,0.0,0.0
8054,1014,840,211,18,17,78.471,0.0,0.0
8055,1014,841,51,99,18,78.664,0.0,0.0
8056,1014,847,3,63,19,79.072,0.0,0.0
8057,1014,9,3,88,20,80.254,0.0,0.0
8058,1015,1,131,44,1,71.542,70.835,70.166
8059,1015,822,131,77,2,71.562,70.701,70.252
8060,1015,830,9,33,3,71.597,70.618,70.641
8061,1015,20,6,5,4,71.434,71.227,70.947
8062,1015,842,9,10,5,71.74,71.457,71.041
8063,1015,825,210,20,6,71.865,71.363,71.109
8064,1015,817,4,3,7,71.767,71.543,71.218
8065,1015,826,5,26,8,71.602,71.412,71.271
8066,1015,832,1,55,9,71.872,71.608,71.417
8067,1015,848,5,23,10,72.007,71.429,71.653
8068,1015,807,4,27,11,72.097,71.67,0.0
8069,1015,846,1,4,12,71.845,71.724,0.0
8070,1015,154,210,8,13,71.837,72.027,0.0
8071,1015,8,51,7,14,71.993,72.115,0.0
8072,1015,841,51,99,15,71.976,72.185,0.0
8073,1015,844,6,16,16,72.149,0.0,0.0
8074,1015,815,211,11,17,72.233,0.0,0.0
8075,1015,840,211,18,18,72.846,0.0,0.0
8076,1015,847,3,63,19,73.477,0.0,0.0
8077,1015,9,3,88,20,73.751,0.0,0.0
8078,1016,20,6,5,1,71.2,71.142,70.24
8079,1016,1,131,44,2,71.518,71.01,70.446
8080,1016,844,6,16,3,71.214,71.205,70.92
8081,1016,817,4,3,4,71.837,71.532,71.071
8082,1016,842,9,10,5,72.023,71.196,71.079
8083,1016,822,131,77,6,71.229,71.095,71.101
8084,1016,807,4,27,7,71.72,71.553,71.324
8085,1016,846,1,4,8,71.78,71.735,71.863
8086,1016,832,1,55,9,71.75,71.572,73.981
8087,1016,825,210,20,10,72.107,71.786,0.0
8088,1016,830,9,33,11,71.619,71.8,0.0
8089,1016,826,5,26,12,71.965,71.921,0.0
8090,1016,841,51,99,13,72.122,72.136,0.0
8091,1016,848,5,23,14,72.02,72.193,0.0
8092,1016,154,210,8,15,72.109,0.0,0.0
8093,1016,815,211,11,16,72.197,0.0,0.0
8094,1016,8,51,7,17,72.23,0.0,0.0
8095,1016,840,211,18,18,72.266,0.0,0.0
8096,1016,847,3,63,19,73.617,0.0,0.0
8097,1016,9,3,88,20,74.393,0.0,0.0
8098,1017,1,131,44,1,90.609,89.52,88.319
8099,1017,822,131,77,2,90.55,89.437,88.605
8100,1017,844,6,16,3,90.647,89.699,88.965
8101,1017,830,9,33,4,91.327,90.099,89.409
8102,1017,846,1,4,5,90.989,90.019,89.418
8103,1017,832,1,55,6,91.073,90.319,89.522
8104,1017,20,6,5,7,91.075,89.506,89.799
8105,1017,817,4,3,8,90.954,90.369,89.918
8106,1017,842,9,10,9,91.152,90.421,90.184
8107,1017,841,51,99,10,91.18,90.408,93.42
8108,1017,848,5,23,11,91.445,90.461,0.0
8109,1017,8,51,7,12,90.972,90.533,0.0
8110,1017,807,4,27,13,90.865,90.544,0.0
8111,1017,815,211,11,14,90.964,90.738,0.0
8112,1017,825,210,20,15,91.166,91.44,0.0
8113,1017,826,5,26,16,91.564,0.0,0.0
8114,1017,154,210,8,17,91.626,0.0,0.0
8115,1017,840,211,18,18,91.726,0.0,0.0
8116,1017,847,3,63,19,92.789,0.0,0.0
8117,1017,9,3,88,20,93.205,0.0,0.0
8118,1018,844,6,16,1,64.138,63.378,63.003
8119,1018,1,131,44,2,63.818,63.803,63.262
8120,1018,830,9,33,3,63.807,63.835,63.439
8121,1018,822,131,77,4,64.084,63.863,63.537
8122,1018,825,210,20,5,64.778,64.466,64.072
8123,1018,846,1,4,6,64.361,64.211,64.099
8124,1018,8,51,7,7,64.615,64.056,64.166
8125,1018,841,51,99,8,64.45,64.194,64.179
8126,1018,842,9,10,9,64.412,63.988,64.199
8127,1018,20,6,5,10,64.43,63.667,0.0
8128,1018,154,210,8,11,64.552,64.49,0.0
8129,1018,807,4,27,12,64.733,64.516,0.0
8130,1018,848,5,23,13,64.708,64.665,0.0
8131,1018,817,4,3,14,64.647,64.79,0.0
8132,1018,832,1,55,15,64.453,73.601,0.0
8133,1018,815,211,11,16,64.789,0.0,0.0
8134,1018,840,211,18,17,64.832,0.0,0.0
8135,1018,826,5,26,18,65.324,0.0,0.0
8136,1018,847,3,63,19,65.904,0.0,0.0
8137,1018,9,3,88,20,66.206,0.0,0.0
8138,1019,822,131,77,1,85.75,85.672,85.093
8139,1019,1,131,44,2,85.513,85.84,85.099
8140,1019,844,6,16,3,85.533,85.546,85.172
8141,1019,830,9,33,4,85.7,85.848,85.276
8142,1019,842,9,10,5,86.273,86.038,85.59
8143,1019,20,6,5,6,85.898,86.023,85.787
8144,1019,817,4,3,7,86.428,86.283,86.182
8145,1019,846,1,4,8,86.079,86.385,86.224
8146,1019,848,5,23,9,86.482,86.403,86.345
8147,1019,807,4,27,10,86.568,86.397,86.386
8148,1019,841,51,99,11,86.449,86.519,0.0
8149,1019,8,51,7,12,86.558,86.546,0.0
8150,1019,832,1,55,13,86.203,86.578,0.0
8151,1019,154,210,8,14,86.347,86.757,0.0
8152,1019,815,211,11,15,86.649,86.928,0.0
8153,1019,825,210,20,16,86.662,0.0,0.0
8154,1019,826,5,26,17,86.721,0.0,0.0
8155,1019,840,211,18,18,86.762,0.0,0.0
8156,1019,847,3,63,19,87.789,0.0,0.0
8157,1019,9,3,88,20,88.257,0.0,0.0
8158,1020,1,131,44,1,72.852,72.149,71.767
8159,1020,830,9,33,2,72.593,72.427,72.113
8160,1020,822,131,77,3,73.075,72.424,72.129
8161,1020,842,9,10,4,72.991,72.385,72.522
8162,1020,8,51,7,5,73.066,72.519,72.538
8163,1020,154,210,8,6,73.146,72.769,72.851
8164,1020,832,1,55,7,73.221,72.632,72.897
8165,1020,815,211,11,8,73.194,72.776,73.065
8166,1020,807,4,27,9,73.186,72.766,73.126
8167,1020,844,6,16,10,72.229,72.344,0.0
8168,1020,841,51,99,11,73.17,72.786,0.0
8169,1020,825,210,20,12,73.103,72.789,0.0
8170,1020,817,4,3,13,73.131,72.799,0.0
8171,1020,826,5,26,14,73.278,73.135,0.0
8172,1020,840,211,18,15,73.256,73.45,0.0
8173,1020,846,1,4,16,73.333,0.0,0.0
8174,1020,848,5,23,17,73.461,0.0,0.0
8175,1020,847,3,63,18,74.721,0.0,0.0
8176,1020,9,3,88,19,74.839,0.0,0.0
8177,1020,20,6,5,20,0.0,0.0,0.0
8178,1021,830,9,33,1,75.817,75.573,74.572
8179,1021,822,131,77,2,76.078,75.669,74.59
8180,1021,1,131,44,3,76.068,75.548,74.769
8181,1021,844,6,16,4,76.337,75.792,75.043
8182,1021,20,6,5,5,76.452,75.885,75.071
8183,1021,842,9,10,6,76.716,76.393,75.45
8184,1021,846,1,4,7,76.697,76.06,75.8
8185,1021,832,1,55,8,76.493,76.308,75.852
8186,1021,154,210,8,9,76.978,76.319,76.013
8187,1021,8,51,7,10,76.506,76.518,76.041
8188,1021,807,4,27,11,76.79,76.565,0.0
8189,1021,848,5,23,12,76.912,76.687,0.0
8190,1021,826,5,26,13,76.75,76.692,0.0
8191,1021,841,51,99,14,76.894,76.804,0.0
8192,1021,825,210,20,15,76.122,77.081,0.0
8193,1021,847,3,63,16,77.031,0.0,0.0
8194,1021,815,211,11,17,77.109,0.0,0.0
8195,1021,817,4,3,18,77.257,0.0,0.0
8196,1021,840,211,18,19,77.542,0.0,0.0
8197,1021,9,3,88,20,78.324,0.0,0.0
8198,1022,844,6,16,1,103.587,102.938,102.519
8199,1022,20,6,5,2,104.109,103.037,103.267
8200,1022,1,131,44,3,105.26,103.592,103.282
8201,1022,822,131,77,4,105.141,103.98,103.415
8202,1022,830,9,33,5,104.622,104.132,103.69
8203,1022,817,4,3,6,105.56,104.103,104.257
8204,1022,807,4,27,7,105.899,104.549,104.542
8205,1022,8,51,7,8,105.842,104.14,104.557
8206,1022,815,211,11,9,105.732,104.707,104.706
8207,1022,825,210,20,10,105.839,104.738,105.086
8208,1022,154,210,8,11,105.694,104.797,0.0
8209,1022,846,1,4,12,106.154,104.847,0.0
8210,1022,840,211,18,13,106.0,105.047,0.0
8211,1022,848,9,23,14,105.528,105.799,0.0
8212,1022,841,51,99,15,105.637,0.0,0.0
8213,1022,842,5,10,16,106.435,0.0,0.0
8214,1022,832,1,55,17,106.507,0.0,0.0
8215,1022,826,5,26,18,106.518,0.0,0.0
8216,1022,847,3,63,19,107.548,0.0,0.0
8217,1022,9,3,88,20,0.0,0.0,0.0
8218,1023,844,6,16,1,80.126,79.553,79.307
8219,1023,1,131,44,2,80.272,79.464,79.346
8220,1023,822,131,77,3,80.156,80.018,79.354
8221,1023,20,6,5,4,80.378,79.715,79.457
8222,1023,817,4,3,5,80.374,79.833,79.839
8223,1023,807,4,27,6,80.155,80.275,80.049
8224,1023,832,1,55,7,80.413,80.202,80.455
8225,1023,848,9,23,8,80.382,80.021,0.0
8226,1023,840,211,18,9,80.643,80.498,0.0
8227,1023,8,51,7,10,80.634,80.515,0.0
8228,1023,841,51,99,11,80.657,80.517,0.0
8229,1023,825,210,20,12,80.616,80.615,0.0
8230,1023,826,5,26,13,80.723,80.63,0.0
8231,1023,846,1,4,14,80.646,81.068,0.0
8232,1023,842,5,10,15,80.508,81.125,0.0
8233,1023,154,210,8,16,80.784,0.0,0.0
8234,1023,815,211,11,17,81.291,0.0,0.0
8235,1023,847,3,63,18,81.8,0.0,0.0
8236,1023,9,3,88,19,82.356,0.0,0.0
8237,1023,830,9,33,20,0.0,0.0,0.0
8238,1024,844,6,16,1,98.014,96.65,96.217
8239,1024,1,131,44,2,97.565,96.933,96.408
8240,1024,20,6,5,3,98.374,96.72,96.437
8241,1024,830,9,33,4,98.54,97.089,96.813
8242,1024,822,131,77,5,97.317,97.142,97.146
8243,1024,848,9,23,6,99.106,97.865,97.411
8244,1024,832,1,55,7,98.882,97.982,97.818
8245,1024,807,4,27,8,99.001,98.58,98.264
8246,1024,846,1,4,9,98.606,97.572,98.329
8247,1024,815,211,11,10,99.909,98.52,0.0
8248,1024,841,51,99,11,99.272,98.697,0.0
8249,1024,842,5,10,12,99.085,98.699,0.0
8250,1024,8,51,7,13,99.454,98.858,0.0
8251,1024,825,210,20,14,99.942,99.65,0.0
8252,1024,826,5,26,15,99.957,0.0,0.0
8253,1024,840,211,18,16,99.979,0.0,0.0
8254,1024,154,210,8,17,100.277,0.0,0.0
8255,1024,847,3,63,18,100.867,0.0,0.0
8256,1024,9,3,88,19,101.186,0.0,0.0
8257,1024,817,4,3,20,0.0,0.0,0.0
8258,1025,844,6,16,1,93.613,92.434,91.628
8259,1025,1,131,44,2,93.23,93.134,92.03
8260,1025,20,6,5,3,93.032,92.536,92.053
8261,1025,830,9,33,4,93.368,92.634,92.31
8262,1025,822,131,77,5,93.413,93.281,92.632
8263,1025,832,1,55,6,94.184,93.807,93.222
8264,1025,807,4,27,7,94.236,93.898,93.289
8265,1025,846,1,4,8,94.201,93.725,93.301
8266,1025,154,210,8,9,94.283,93.643,93.517
8267,1025,817,4,3,10,94.138,93.862,93.661
8268,1025,842,5,10,11,94.456,93.95,0.0
8269,1025,815,211,11,12,94.336,93.958,0.0
8270,1025,841,51,99,13,94.755,94.037,0.0
8271,1025,825,210,20,14,93.889,94.082,0.0
8272,1025,840,211,18,15,94.287,94.233,0.0
8273,1025,8,51,7,16,94.84,0.0,0.0
8274,1025,847,3,63,17,95.356,0.0,0.0
8275,1025,9,3,88,18,96.474,0.0,0.0
8276,1025,848,9,23,19,99.197,0.0,0.0
8277,1025,826,5,26,20,99.544,0.0,0.0
8278,1026,20,6,5,1,88.988,88.174,87.064
8279,1026,844,6,16,2,88.405,88.179,87.253
8280,1026,822,131,77,3,88.896,87.688,87.293
8281,1026,1,131,44,4,88.735,87.826,87.302
8282,1026,830,9,33,5,88.754,88.499,87.851
8283,1026,848,9,23,6,89.351,88.156,87.851
8284,1026,832,1,55,7,89.018,88.577,88.304
8285,1026,846,1,4,8,88.873,88.571,88.464
8286,1026,842,5,10,9,89.411,88.779,88.836
8287,1026,154,210,8,10,89.572,89.144,89.341
8288,1026,841,51,99,11,89.604,89.254,0.0
8289,1026,840,211,18,12,89.594,89.345,0.0
8290,1026,8,51,7,13,89.636,89.358,0.0
8291,1026,826,5,26,14,89.723,89.563,0.0
8292,1026,807,4,27,15,89.619,90.112,0.0
8293,1026,817,4,3,16,89.822,0.0,0.0
8294,1026,815,211,11,17,90.344,0.0,0.0
8295,1026,847,3,63,18,90.364,0.0,0.0
8296,1026,825,210,20,19,0.0,0.0,0.0
8297,1026,9,3,88,20,0.0,0.0,0.0
8298,1027,830,9,33,1,75.949,76.136,74.758
8299,1027,844,6,16,2,76.364,76.219,75.024
8300,1027,20,6,5,3,76.696,75.914,75.17
8301,1027,1,131,44,4,76.424,75.721,75.262
8302,1027,848,9,23,5,76.175,76.574,75.336
8303,1027,822,131,77,6,77.062,75.852,75.338
8304,1027,832,1,55,7,77.044,76.267,76.014
8305,1027,846,1,4,8,77.092,76.447,76.322
8306,1027,826,5,26,9,77.041,76.657,76.469
8307,1027,842,5,10,10,77.065,76.679,76.586
8308,1027,815,211,11,11,77.465,76.687,0.0
8309,1027,807,4,27,12,77.608,76.885,0.0
8310,1027,817,4,3,13,77.27,76.933,0.0
8311,1027,8,51,7,14,77.225,76.967,0.0
8312,1027,841,51,99,15,77.794,77.269,0.0
8313,1027,840,211,18,16,78.065,0.0,0.0
8314,1027,825,210,20,17,78.436,0.0,0.0
8315,1027,154,210,8,18,78.599,0.0,0.0
8316,1027,847,3,63,19,78.823,0.0,0.0
8317,1027,9,3,88,20,80.179,0.0,0.0
8318,1028,822,131,77,1,93.75,93.16,92.029
8319,1028,20,6,5,2,93.766,93.782,92.041
8320,1028,830,9,33,3,93.549,93.12,92.096
8321,1028,844,6,16,4,93.988,92.76,92.137
8322,1028,1,131,44,5,93.454,93.045,92.321
8323,1028,848,9,23,6,93.984,92.898,92.548
8324,1028,832,1,55,7,93.916,93.422,92.847
8325,1028,846,1,4,8,93.353,93.316,93.175
8326,1028,817,4,3,9,93.835,93.608,93.488
8327,1028,842,5,10,10,93.556,93.715,93.601
8328,1028,807,4,27,11,94.092,93.815,0.0
8329,1028,825,210,20,12,93.812,93.979,0.0
8330,1028,826,5,26,13,94.138,93.989,0.0
8331,1028,840,211,18,14,93.921,94.1,0.0
8332,1028,154,210,8,15,94.161,94.158,0.0
8333,1028,841,51,99,16,94.226,0.0,0.0
8334,1028,8,51,7,17,94.369,0.0,0.0
8335,1028,847,3,63,18,95.372,0.0,0.0
8336,1028,815,211,11,19,95.808,0.0,0.0
8337,1028,9,3,88,20,95.889,0.0,0.0
8338,1029,830,9,33,1,68.242,67.503,67.508
8339,1029,20,6,5,2,68.556,68.05,67.631
8340,1029,1,131,44,3,68.614,68.088,67.699
8341,1029,844,6,16,4,68.496,67.888,67.728
8342,1029,822,131,77,5,68.545,68.232,67.874
8343,1029,848,9,23,6,68.503,68.117,67.935
8344,1029,842,5,10,7,68.909,68.77,68.837
8345,1029,154,210,8,8,69.197,68.705,68.854
8346,1029,8,51,7,9,69.276,68.858,68.984
8347,1029,825,210,20,10,68.875,68.803,69.037
8348,1029,846,1,4,11,68.891,68.868,0.0
8349,1029,817,4,3,12,69.086,68.903,0.0
8350,1029,841,51,99,13,69.175,68.919,0.0
8351,1029,807,4,27,14,69.05,68.921,0.0
8352,1029,815,211,11,15,69.288,69.035,0.0
8353,1029,826,5,26,16,69.32,0.0,0.0
8354,1029,840,211,18,17,69.536,0.0,0.0
8355,1029,847,3,63,18,70.126,0.0,0.0
8356,1029,9,3,88,19,70.614,0.0,0.0
8357,1029,832,1,55,20,0.0,0.0,0.0
8358,1030,1,131,44,1,95.851,95.634,94.779
8359,1030,822,131,77,2,96.2,95.674,94.973
8360,1030,830,9,33,3,96.39,96.275,95.139
8361,1030,844,6,16,4,96.478,95.543,95.219
8362,1030,20,6,5,5,96.963,95.786,95.339
8363,1030,848,9,23,6,96.102,96.718,95.682
8364,1030,846,1,4,7,97.545,96.764,96.436
8365,1030,817,4,3,8,97.106,96.785,96.456
8366,1030,832,1,55,9,97.358,96.308,96.459
8367,1030,807,4,27,10,97.506,96.859,96.71
8368,1030,815,211,11,11,96.961,97.055,0.0
8369,1030,842,5,10,12,97.198,97.089,0.0
8370,1030,840,211,18,13,97.528,97.103,0.0
8371,1030,826,5,26,14,97.683,97.141,0.0
8372,1030,825,210,20,15,97.71,97.254,0.0
8373,1030,154,210,8,16,98.051,0.0,0.0
8374,1030,841,51,99,17,98.114,0.0,0.0
8375,1030,8,51,7,18,98.383,0.0,0.0
8376,1030,847,3,63,19,98.717,0.0,0.0
8377,1030,9,3,88,20,99.236,0.0,0.0
8378,1031,822,131,77,1,64.111,63.015,62.939
8379,1031,1,131,44,2,64.198,63.096,62.951
8380,1031,830,9,33,3,64.024,64.0,63.477
8381,1031,846,1,4,4,64.606,63.819,63.626
8382,1031,848,9,23,5,64.661,63.746,63.868
8383,1031,815,211,11,6,64.543,63.86,63.868
8384,1031,844,6,16,7,64.5,64.041,63.923
8385,1031,832,1,55,8,64.537,63.971,63.971
8386,1031,840,211,18,9,64.309,63.955,64.029
8387,1031,817,4,3,10,64.556,64.023,64.239
8388,1031,20,6,5,11,64.554,64.206,0.0
8389,1031,842,213,10,12,64.603,64.305,0.0
8390,1031,826,213,26,13,65.031,64.431,0.0
8391,1031,839,4,31,14,64.933,64.643,0.0
8392,1031,154,210,8,15,65.094,64.691,0.0
8393,1031,825,210,20,16,65.164,0.0,0.0
8394,1031,847,3,63,17,65.167,0.0,0.0
8395,1031,841,51,99,18,65.175,0.0,0.0
8396,1031,8,51,7,19,65.224,0.0,0.0
8397,1031,849,3,6,20,65.757,0.0,0.0
8398,1032,1,131,44,1,78.188,77.825,79.273
8399,1032,830,9,33,2,78.297,77.938,80.489
8400,1032,832,1,55,3,78.59,78.836,80.671
8401,1032,822,131,77,4,78.791,78.657,80.701
8402,1032,839,4,31,5,79.687,78.764,80.922
8403,1032,846,1,4,6,78.504,78.448,80.925
8404,1032,848,9,23,7,80.882,79.014,81.011
8405,1032,842,213,10,8,80.192,78.744,81.028
8406,1032,817,4,3,9,79.662,79.229,81.192
8407,1032,20,6,5,10,80.243,79.545,81.651
8408,1032,844,6,16,11,80.871,79.628,0.0
8409,1032,847,3,63,12,80.382,79.636,0.0
8410,1032,840,211,18,13,79.697,79.645,0.0
8411,1032,826,213,26,14,79.824,79.717,0.0
8412,1032,825,210,20,15,81.14,80.211,0.0
8413,1032,8,51,7,16,81.14,0.0,0.0
8414,1032,815,211,11,17,81.607,0.0,0.0
8415,1032,849,3,6,18,81.759,0.0,0.0
8416,1032,841,51,99,19,81.831,0.0,0.0
8417,1032,154,210,8,20,0.0,0.0,0.0
8418,1033,822,131,77,2,75.474,74.53,73.554
8419,1033,840,211,18,3,74.895,75.176,74.377
8420,1033,815,211,11,4,74.681,75.394,74.545
8421,1033,20,6,5,5,75.455,75.131,74.774
8422,1033,844,6,16,6,75.793,75.006,74.817
8423,1033,830,9,33,7,75.495,74.976,74.849
8424,1033,846,1,4,8,75.444,75.085,74.966
8425,1033,832,1,55,9,75.281,75.267,75.027
8426,1033,842,213,10,10,75.767,75.508,0.0
8427,1033,817,4,3,11,75.848,75.661,0.0
8428,1033,847,3,63,12,75.585,75.698,0.0
8429,1033,848,9,23,13,75.722,75.715,0.0
8430,1033,839,4,31,14,75.719,75.742,0.0
8431,1033,849,3,6,15,76.105,76.544,0.0
8432,1033,825,210,20,16,76.152,0.0,0.0
8433,1033,826,213,26,17,76.204,0.0,0.0
8434,1033,154,210,8,18,76.407,0.0,0.0
8435,1033,841,51,99,19,76.506,0.0,0.0
8436,1033,8,51,7,20,76.614,0.0,0.0
8437,1033,1,131,44,1,74.907,74.261,73.447
8438,1034,1,131,44,1,85.9,85.347,84.303
8439,1034,822,131,77,2,85.801,85.015,84.616
8440,1034,830,9,33,3,86.115,86.144,85.325
8441,1034,844,6,16,4,86.55,86.203,85.427
8442,1034,846,1,4,5,86.855,86.42,85.782
8443,1034,840,211,18,6,86.243,86.501,85.839
8444,1034,832,1,55,7,86.715,86.149,85.965
8445,1034,817,4,3,8,86.677,86.339,86.009
8446,1034,839,4,31,9,86.396,86.252,86.209
8447,1034,20,6,5,10,86.469,86.455,86.339
8448,1034,842,213,10,11,86.343,86.501,0.0
8449,1034,848,9,23,12,86.565,86.545,0.0
8450,1034,807,211,27,13,86.327,86.566,0.0
8451,1034,826,213,26,14,86.774,86.744,0.0
8452,1034,847,3,63,15,86.732,87.092,0.0
8453,1034,825,210,20,16,87.158,0.0,0.0
8454,1034,841,51,99,17,87.164,0.0,0.0
8455,1034,8,51,7,18,87.366,0.0,0.0
8456,1034,154,210,8,19,87.643,0.0,0.0
8457,1034,849,3,6,20,87.705,0.0,0.0
8458,1035,822,131,77,1,86.738,85.785,85.154
8459,1035,1,131,44,2,86.818,86.266,85.217
8460,1035,807,211,27,3,87.279,86.261,86.082
8461,1035,830,9,33,4,87.154,86.779,86.176
8462,1035,817,4,3,5,87.442,86.636,86.297
8463,1035,840,211,18,6,87.187,86.674,86.428
8464,1035,842,213,10,7,87.154,86.523,86.534
8465,1035,844,6,16,8,87.427,86.709,86.614
8466,1035,848,9,23,9,87.153,86.642,86.669
8467,1035,846,1,4,10,87.217,86.885,86.778
8468,1035,839,4,31,11,87.278,87.011,0.0
8469,1035,20,6,5,12,87.612,87.078,0.0
8470,1035,832,1,55,13,87.45,87.083,0.0
8471,1035,154,210,8,14,87.519,87.254,0.0
8472,1035,847,3,63,15,87.757,87.455,0.0
8473,1035,826,213,26,16,87.882,0.0,0.0
8474,1035,825,210,20,17,88.236,0.0,0.0
8475,1035,849,3,6,18,88.43,0.0,0.0
8476,1035,841,51,99,19,88.433,0.0,0.0
8477,1035,8,51,7,20,88.493,0.0,0.0
8478,1036,1,131,44,1,76.872,76.013,75.584
8479,1036,822,131,77,2,77.243,76.152,75.643
8480,1036,830,9,33,3,77.213,76.518,76.292
8481,1036,815,211,11,4,77.117,76.936,76.482
8482,1036,840,211,18,5,77.316,76.666,76.589
8483,1036,848,9,23,6,77.419,77.163,77.029
8484,1036,832,1,55,7,77.438,76.876,77.044
8485,1036,846,1,4,8,77.577,77.166,77.084
8486,1036,844,6,16,9,77.256,76.953,77.087
8487,1036,842,213,10,10,77.356,76.8,77.136
8488,1036,20,6,5,11,77.573,77.168,0.0
8489,1036,826,213,26,12,77.676,77.192,0.0
8490,1036,817,4,3,13,77.667,77.198,0.0
8491,1036,8,51,7,14,77.797,77.386,0.0
8492,1036,839,4,31,15,77.765,77.567,0.0
8493,1036,825,210,20,16,77.908,0.0,0.0
