q1,q2,q3,driverRef_freq,points_qualifying,position_qualifying,wins,grid,position_results,positionOrder,points_results,laps,milliseconds,rank,status_freq
93.061,92.121,92.327,0.0346,152.0,4,3,9,5,5,10.0,53,5382732,11,0.2868
92.828,92.272,0.0,0.0223,37.0,14,0,15,7,7,6.0,53,5387401,14,0.2868
92.946,92.293,0.0,0.0247,69.0,9,0,10,2,2,18.0,53,5356881,5,0.2868
92.898,92.327,0.0,0.0058,44.0,12,0,11,12,12,0.0,53,5419702,10,0.2868
93.349,92.469,0.0,0.0185,43.0,13,0,23,11,11,0.0,53,5404011,6,0.2868
92.834,92.512,0.0,0.0094,33.0,15,1,12,8,8,4.0,53,5388606,12,0.2868
93.015,92.625,0.0,0.0201,93.0,7,1,13,0,24,0.0,0,0,0,0.0319
93.059,92.954,0.0,0.025,7.0,18,0,14,10,10,1.0,53,5403161,8,0.2868
93.37,93.368,0.0,0.0057,8.0,17,0,19,13,13,0.0,53,5424887,9,0.2868
93.405,0.0,0.0,0.0045,25.0,16,0,16,14,14,0.0,53,5424951,4,0.2868
94.657,0.0,0.0,0.0108,0.0,20,0,17,15,15,0.0,52,0,15,0.1509
95.213,0.0,0.0,0.009,0.0,19,0,18,16,16,0.0,52,0,18,0.1509
95.385,0.0,0.0,0.0052,0.0,25,0,20,18,18,0.0,52,0,20,0.1509
95.429,0.0,0.0,0.0038,0.0,23,0,21,0,20,0.0,37,0,21,0.0757
95.432,0.0,0.0,0.0057,0.0,21,0,22,17,17,0.0,52,0,17,0.1509
96.734,0.0,0.0,0.0045,0.0,24,0,24,0,21,0.0,32,0,22,0.0004
98.397,98.22,97.242,0.0192,152.0,5,2,1,2,2,18.0,55,5796882,1,0.2868
98.208,97.767,97.316,0.0288,215.0,1,4,2,1,1,25.0,55,5788651,5,0.2868
99.18,98.0,97.469,0.0346,153.0,4,3,3,10,10,1.0,55,5868343,9,0.2868
99.144,97.987,97.534,0.0377,209.0,2,3,4,3,3,15.0,55,5802595,3,0.2868
98.887,98.227,97.625,0.031,167.0,3,0,5,5,5,10.0,55,5825390,11,0.2868
98.937,98.253,97.884,0.0247,81.0,9,0,6,4,4,12.0,55,5808819,2,0.2868
98.863,98.275,97.934,0.0177,88.0,8,0,7,7,7,6.0,55,5843463,10,0.2868
98.981,98.428,98.266,0.0223,45.0,12,0,8,6,6,8.0,55,5833952,6,0.2868
98.999,98.417,98.361,0.0201,93.0,7,1,9,0,23,0.0,1,0,0,0.0319
98.808,98.436,98.513,0.0185,43.0,14,0,10,13,13,0.0,55,5877892,13,0.2868
98.615,98.441,0.0,0.0255,131.0,6,2,11,0,24,0.0,0,0,0,0.0319
98.63,98.46,0.0,0.0274,66.0,10,0,12,11,11,0.0,55,5868713,4,0.2868
98.719,98.594,0.0,0.0072,50.0,11,0,13,0,22,0.0,16,0,20,0.0022
98.942,98.643,0.0,0.0058,44.0,13,0,14,12,12,0.0,55,5873099,15,0.2868
99.024,98.725,0.0,0.0094,33.0,15,1,15,14,14,0.0,55,5883575,7,0.2868
98.784,99.084,0.0,0.025,9.0,18,0,21,9,9,2.0,55,5860438,12,0.2868
98.744,99.34,0.0,0.0057,12.0,17,0,16,8,8,4.0,55,5858240,8,0.2868
99.443,0.0,0.0,0.0045,25.0,16,0,17,15,15,0.0,55,5885553,14,0.2868
100.207,0.0,0.0,0.0057,0.0,21,0,18,16,16,0.0,54,0,18,0.1509
100.333,0.0,0.0,0.0108,0.0,20,0,19,17,17,0.0,54,0,17,0.1509
101.317,0.0,0.0,0.0038,0.0,23,0,24,19,19,0.0,53,0,16,0.0603
101.371,0.0,0.0,0.009,0.0,19,0,20,18,18,0.0,54,0,19,0.1509
102.881,0.0,0.0,0.0052,0.0,25,0,22,0,21,0.0,16,0,22,0.0041
86.387,85.435,85.283,0.0288,240.0,1,5,1,1,1,25.0,60,5470744,4,0.2868
86.744,85.61,85.327,0.0192,167.0,4,2,2,3,3,15.0,60,5483961,6,0.2868
86.516,85.816,85.544,0.0346,165.0,5,3,3,4,4,12.0,60,5484653,5,0.2868
86.564,85.467,85.659,0.0255,141.0,6,2,4,5,5,10.0,60,5497010,1,0.2868
86.829,85.834,85.773,0.0377,227.0,2,3,5,2,2,18.0,60,5480181,3,0.2868
86.939,86.111,85.857,0.0247,89.0,9,0,6,6,6,8.0,60,5515418,11,0.2868
86.74,86.101,86.236,0.031,173.0,3,0,7,7,7,6.0,60,5515971,12,0.2868
87.179,86.076,86.36,0.0274,66.0,10,0,8,0,24,0.0,21,0,23,0.0397
86.048,85.983,86.713,0.0094,33.0,15,1,9,16,16,0.0,59,0,16,0.1509
86.458,85.976,0.0,0.0201,93.0,7,1,10,11,11,0.0,60,5552438,14,0.2868
86.897,86.136,0.0,0.0177,90.0,8,0,11,9,9,2.0,60,5526847,15,0.2868
87.185,86.241,0.0,0.0223,49.0,12,0,12,8,8,4.0,60,5525742,10,0.2868
86.851,86.331,0.0,0.0045,26.0,16,0,13,10,10,1.0,60,5545719,2,0.2868
87.482,86.574,0.0,0.0185,43.0,14,0,14,22,22,0.0,55,0,9,0.004
87.006,86.777,0.0,0.025,9.0,18,0,15,13,13,0.0,60,5556808,13,0.2868
87.462,86.989,0.0,0.0058,44.0,13,0,16,12,12,0.0,60,5553559,7,0.2868
87.517,87.219,0.0,0.0072,50.0,11,0,17,14,14,0.0,60,5557239,8,0.2868
87.525,0.0,0.0,0.0057,12.0,17,0,18,15,15,0.0,59,0,17,0.1509
88.756,0.0,0.0,0.0057,0.0,21,0,19,17,17,0.0,59,0,19,0.1509
89.5,0.0,0.0,0.0108,0.0,20,0,20,18,18,0.0,59,0,18,0.1509
89.613,0.0,0.0,0.009,0.0,19,0,21,20,20,0.0,58,0,21,0.0603
90.592,0.0,0.0,0.0052,0.0,25,0,22,0,23,0.0,43,0,24,0.0397
90.593,0.0,0.0,0.0045,0.0,24,0,23,21,21,0.0,58,0,22,0.0603
90.662,0.0,0.0,0.0038,0.0,23,0,24,19,19,0.0,59,0,20,0.1509
101.497,100.901,100.63,0.0346,165.0,5,3,1,0,21,0.0,19,0,16,0.0118
101.933,101.277,100.978,0.0192,167.0,4,2,2,0,20,0.0,37,0,14,0.0319
102.16,101.511,101.073,0.0288,255.0,1,5,24,3,3,15.0,55,6362830,1,0.2868
101.981,101.907,101.226,0.0094,43.0,14,1,3,5,5,10.0,55,6371674,5,0.2868
102.222,101.532,101.26,0.031,198.0,3,1,4,1,1,25.0,55,6358667,3,0.2868
102.342,101.873,101.29,0.0255,153.0,6,2,5,4,4,12.0,55,6366454,4,0.2868
101.939,101.514,101.582,0.0377,245.0,2,3,6,2,2,18.0,55,6359519,2,0.2868
101.926,101.698,101.603,0.0201,93.0,8,1,7,0,23,0.0,7,0,22,0.0319
101.974,101.846,101.723,0.0247,95.0,7,0,8,7,7,6.0,55,6381563,11,0.2868
102.046,101.62,101.778,0.0177,90.0,9,0,9,0,19,0.0,37,0,17,0.0319
102.579,102.019,0.0,0.0223,49.0,12,0,10,0,24,0.0,0,0,0,0.0319
102.624,102.084,0.0,0.0274,66.0,10,0,11,15,15,0.0,55,6415435,7,0.2868
102.572,102.218,0.0,0.0058,46.0,13,0,12,9,9,2.0,55,6382827,9,0.2868
102.735,102.289,0.0,0.0185,43.0,15,0,13,11,11,0.0,55,6386742,6,0.2868
103.298,102.33,0.0,0.0045,30.0,16,0,14,8,8,4.0,55,6382209,10,0.2868
103.582,102.606,0.0,0.0072,58.0,11,0,15,6,6,8.0,55,6378743,8,0.2868
103.28,102.765,0.0,0.025,10.0,18,0,16,10,10,1.0,55,6386130,12,0.2868
104.058,0.0,0.0,0.0057,12.0,17,0,17,12,12,0.0,55,6393573,13,0.2868
104.956,0.0,0.0,0.0108,0.0,20,0,18,13,13,0.0,55,6406431,15,0.2868
105.089,0.0,0.0,0.0038,0.0,23,0,19,0,18,0.0,41,0,21,0.004
105.151,0.0,0.0,0.0057,0.0,21,0,20,16,16,0.0,55,6423262,19,0.2868
105.426,0.0,0.0,0.009,0.0,19,0,21,14,14,0.0,55,6415140,18,0.2868
105.766,0.0,0.0,0.0052,0.0,25,0,22,17,17,0.0,55,6430445,20,0.2868
106.382,0.0,0.0,0.0045,0.0,24,0,23,0,22,0.0,7,0,23,0.0319
96.558,95.796,95.657,0.0288,273.0,1,5,1,2,2,18.0,56,5755944,1,0.2868
97.058,96.795,95.766,0.0346,190.0,4,4,2,1,1,25.0,56,5755269,5,0.2868
97.215,96.298,96.174,0.0192,167.0,5,2,3,0,23,0.0,16,0,21,0.0012
97.486,96.906,96.587,0.0177,96.0,8,0,8,7,7,6.0,56,5825582,10,0.2868
98.051,97.404,96.708,0.031,206.0,3,1,4,6,6,8.0,56,5819694,3,0.2868
97.927,97.102,96.794,0.0185,43.0,15,0,5,16,16,0.0,55,0,15,0.1509
97.667,96.549,96.937,0.0247,107.0,7,0,11,4,4,12.0,56,5801282,2,0.2868
97.756,97.066,97.141,0.0223,53.0,12,0,6,8,8,4.0,56,5829061,16,0.2868
97.968,97.123,97.3,0.0377,260.0,2,3,7,3,3,15.0,56,5794498,4,0.2868
97.537,97.011,97.842,0.0094,45.0,14,1,9,9,9,2.0,56,5829794,12,0.2868
97.52,97.604,0.0,0.0045,31.0,16,0,10,10,10,1.0,56,5830402,13,0.2868
97.565,97.616,0.0,0.0255,163.0,6,2,12,5,5,10.0,56,5811701,6,0.2868
98.104,97.665,0.0,0.0058,46.0,13,0,13,15,15,0.0,55,0,9,0.1509
98.434,97.879,0.0,0.0057,12.0,17,0,14,0,24,0.0,14,0,24,0.0161
98.5,98.206,0.0,0.0274,66.0,10,0,15,11,11,0.0,56,5839610,11,0.2868
98.418,98.437,0.0,0.0072,58.0,11,0,16,14,14,0.0,55,0,7,0.1509
98.862,98.501,0.0,0.0201,93.0,9,1,17,13,13,0.0,56,5840779,8,0.2868
99.114,0.0,0.0,0.025,10.0,18,0,18,12,12,0.0,56,5840140,14,0.2868
100.056,0.0,0.0,0.009,0.0,19,0,19,19,19,0.0,55,0,20,0.1509
100.664,0.0,0.0,0.0038,0.0,23,0,20,20,20,0.0,54,0,17,0.0603
100.809,0.0,0.0,0.0057,0.0,21,0,21,17,17,0.0,55,0,18,0.1509
101.166,0.0,0.0,0.0108,0.0,20,0,22,18,18,0.0,55,0,19,0.1509
102.011,0.0,0.0,0.0052,0.0,25,0,23,21,21,0.0,54,0,23,0.0603
102.74,0.0,0.0,0.0045,0.0,24,0,24,22,22,0.0,54,0,22,0.0603
75.075,73.398,72.458,0.0346,190.0,4,4,1,0,20,0.0,54,0,1,0.0319
75.456,73.515,72.513,0.0255,188.0,5,3,2,1,1,25.0,71,6322656,2,0.2868
76.18,73.667,72.581,0.0192,179.0,6,2,3,4,4,12.0,71,6327592,6,0.2868
75.644,73.209,72.76,0.0288,281.0,1,5,4,6,6,8.0,71,6332109,9,0.2868
76.263,74.048,72.987,0.0247,122.0,7,0,5,3,3,15.0,71,6326271,5,0.2868
76.266,73.698,73.174,0.0094,45.0,15,1,16,0,22,0.0,1,0,0,0.0319
75.536,73.704,73.206,0.0223,63.0,11,0,6,5,5,10.0,71,6328364,3,0.2868
76.097,73.856,73.253,0.0377,278.0,2,3,7,2,2,18.0,71,6325410,4,0.2868
76.432,73.698,73.298,0.031,207.0,3,1,8,10,10,1.0,70,0,13,0.1509
75.929,73.848,73.489,0.0201,93.0,9,1,9,15,15,0.0,70,0,16,0.1509
75.901,74.121,0.0,0.0058,46.0,14,0,10,19,19,0.0,68,0,12,0.0397
75.333,74.219,0.0,0.0045,31.0,16,0,11,0,23,0.0,0,0,0,0.0319
75.974,74.234,0.0,0.0274,66.0,10,0,12,0,24,0.0,0,0,0,0.0319
76.005,74.334,0.0,0.0185,49.0,13,0,13,7,7,6.0,71,6334563,15,0.2868
76.4,74.38,0.0,0.0072,60.0,12,0,14,9,9,2.0,71,6353906,7,0.2868
76.744,74.574,0.0,0.025,10.0,18,0,15,13,13,0.0,70,0,11,0.1509
76.722,74.619,0.0,0.0057,16.0,17,0,17,8,8,4.0,71,6351309,8,0.2868
76.967,0.0,0.0,0.0177,96.0,8,0,18,0,21,0.0,5,0,21,0.0397
77.073,0.0,0.0,0.0057,0.0,19,0,19,11,11,0.0,70,0,18,0.1509
77.086,0.0,0.0,0.0108,0.0,22,0,20,14,14,0.0,70,0,10,0.1509
77.508,0.0,0.0,0.009,0.0,20,0,21,16,16,0.0,70,0,14,0.1509
78.104,0.0,0.0,0.0038,0.0,21,0,22,12,12,0.0,70,0,17,0.1509
79.576,0.0,0.0,0.0045,0.0,24,0,23,18,18,0.0,69,0,20,0.0603
79.699,0.0,0.0,0.0052,0.0,25,0,24,17,17,0.0,69,0,19,0.0603
104.657,96.745,87.407,0.0288,15.0,3,0,1,3,3,15.0,58,5425571,10,0.2868
104.472,96.524,87.827,0.0192,8.0,6,0,2,6,6,8.0,58,5450025,4,0.2868
105.456,96.625,88.087,0.0346,10.0,5,0,3,5,5,10.0,58,5448786,5,0.2868
104.635,96.666,88.49,0.0247,12.0,4,0,4,4,4,12.0,58,5436802,8,0.2868
103.85,96.691,88.493,0.0377,18.0,2,0,5,2,2,18.0,58,5415676,3,0.2868
103.38,96.194,88.523,0.0201,0.0,20,0,6,0,20,0.0,26,0,18,0.0118
105.545,97.517,88.738,0.031,25.0,1,1,7,1,1,25.0,58,5403225,1,0.2868
104.284,97.641,89.013,0.0177,1.0,10,0,8,10,10,1.0,58,5485984,9,0.2868
105.601,96.901,89.305,0.0058,4.0,8,0,9,8,8,4.0,58,5471674,15,0.2868
104.688,96.644,90.357,0.0255,2.0,9,0,10,9,9,2.0,58,5484855,7,0.2868
105.93,98.067,0.0,0.0223,0.0,22,0,11,0,22,0.0,0,0,0,0.0058
107.33,98.134,0.0,0.0123,6.0,7,0,12,7,7,6.0,58,5468293,13,0.2868
104.871,98.778,0.0,0.0057,0.0,12,0,13,12,12,0.0,58,5487082,2,0.2868
106.45,99.042,0.0,0.025,0.0,19,0,14,0,19,0.0,39,0,14,0.0052
104.4,99.9,0.0,0.0274,0.0,11,0,15,11,11,0.0,58,5486592,6,0.2868
107.328,100.29,0.0,0.0241,0.0,14,0,16,14,14,0.0,57,0,12,0.1509
107.614,0.0,0.0,0.0094,0.0,21,0,17,0,21,0.0,24,0,21,0.0297
107.776,0.0,0.0,0.0058,0.0,13,0,18,13,13,0.0,57,0,16,0.1509
108.147,0.0,0.0,0.0033,0.0,15,0,19,15,15,0.0,57,0,11,0.1509
108.909,0.0,0.0,0.0034,0.0,17,0,20,17,17,0.0,56,0,17,0.0603
109.519,0.0,0.0,0.0019,0.0,18,0,21,18,18,0.0,56,0,20,0.0603
110.626,0.0,0.0,0.0038,0.0,16,0,22,16,16,0.0,56,0,19,0.0603
97.899,97.245,109.674,0.0288,40.0,1,1,1,1,1,25.0,56,5936681,3,0.2868
97.712,96.874,110.587,0.0247,22.0,5,0,2,5,5,10.0,56,5962329,2,0.2868
97.314,96.877,110.727,0.0377,18.0,6,0,3,0,22,0.0,1,0,0,0.0319
97.513,96.517,111.699,0.0346,25.0,4,0,4,3,3,15.0,56,5948862,10,0.2868
97.619,96.449,112.244,0.0192,26.0,3,0,5,2,2,18.0,56,5940979,6,0.2868
97.239,96.19,112.519,0.0201,12.0,7,0,6,4,4,12.0,56,5949321,8,0.2868
96.959,96.64,112.97,0.031,31.0,2,1,10,7,7,6.0,56,5985160,13,0.2868
97.487,97.117,113.175,0.0255,2.0,13,0,7,17,17,0.0,53,0,5,0.0093
96.809,96.834,113.439,0.0123,6.0,9,0,8,0,20,0.0,27,0,16,0.0003
97.702,97.342,114.136,0.0274,2.0,12,0,9,9,9,2.0,56,6009038,1,0.2868
97.363,97.636,0.0,0.0177,9.0,8,0,11,6,6,8.0,56,5972245,11,0.2868
97.931,98.125,0.0,0.0223,4.0,11,0,12,8,8,4.0,56,5989725,7,0.2868
97.722,98.822,0.0,0.025,0.0,21,0,13,18,18,0.0,51,0,15,0.004
97.707,99.221,0.0,0.0058,0.0,16,0,14,12,12,0.0,55,0,9,0.1509
97.493,104.509,0.0,0.0058,4.0,10,0,15,0,21,0.0,22,0,18,0.0003
97.867,0.0,0.0,0.0094,0.0,22,0,16,0,19,0.0,45,0,21,0.004
98.157,0.0,0.0,0.0057,1.0,14,0,17,10,10,1.0,56,6023805,4,0.2868
98.207,0.0,0.0,0.0241,0.0,15,0,18,11,11,0.0,56,6025291,12,0.2868
98.434,0.0,0.0,0.0033,0.0,17,0,19,13,13,0.0,55,0,14,0.1509
99.314,0.0,0.0,0.0038,0.0,18,0,20,14,14,0.0,55,0,17,0.1509
99.672,0.0,0.0,0.0034,0.0,20,0,21,16,16,0.0,54,0,19,0.0603
99.932,0.0,0.0,0.0019,0.0,19,0,22,15,15,0.0,55,0,20,0.1509
95.793,95.078,94.484,0.0346,40.0,4,0,1,3,3,15.0,56,5799267,6,0.2868
97.046,95.659,94.761,0.031,49.0,2,1,2,2,2,18.0,56,5797113,5,0.2868
96.253,95.148,94.788,0.0377,43.0,3,1,3,1,1,25.0,56,5786945,4,0.2868
95.959,95.537,94.861,0.0201,12.0,7,0,4,0,19,0.0,21,0,19,0.0161
95.972,95.403,94.933,0.0247,30.0,5,0,5,6,6,8.0,56,5827772,10,0.2868
96.929,96.065,95.364,0.0177,11.0,9,0,6,9,9,2.0,56,5840368,11,0.2868
96.993,96.258,95.998,0.025,6.0,11,0,7,7,7,6.0,56,5829636,9,0.2868
96.667,95.784,125.673,0.0255,12.0,8,0,8,5,5,10.0,56,5822230,2,0.2868
96.537,95.343,0.0,0.0288,52.0,1,1,9,4,4,12.0,56,5799470,1,0.2868
96.985,96.261,0.0,0.0223,5.0,13,0,10,10,10,1.0,56,5843543,12,0.2868
97.478,96.287,0.0,0.0058,8.0,10,0,11,8,8,4.0,56,5838029,7,0.2868
96.952,96.314,0.0,0.0274,2.0,14,0,12,11,11,0.0,56,5850805,14,0.2868
97.349,96.405,0.0,0.0123,6.0,12,0,13,0,21,0.0,5,0,21,0.0319
96.148,96.679,0.0,0.0192,26.0,6,0,22,0,20,0.0,15,0,20,0.0033
97.281,97.139,0.0,0.0094,0.0,20,0,14,14,14,0.0,56,5882398,13,0.2868
97.508,97.199,0.0,0.0057,1.0,15,0,15,12,12,0.0,56,5859549,8,0.2868
97.769,0.0,0.0,0.0241,0.0,16,0,16,13,13,0.0,56,5880806,3,0.2868
97.99,0.0,0.0,0.0058,0.0,17,0,17,0,22,0.0,4,0,22,0.0319
98.78,0.0,0.0,0.0033,0.0,18,0,18,15,15,0.0,55,0,15,0.1509
99.537,0.0,0.0,0.0034,0.0,22,0,19,17,17,0.0,55,0,16,0.1509
99.614,0.0,0.0,0.0038,0.0,19,0,20,16,16,0.0,55,0,17,0.1509
99.66,0.0,0.0,0.0019,0.0,21,0,21,18,18,0.0,55,0,18,0.1509
93.364,92.867,92.33,0.0201,14.0,9,0,1,9,9,2.0,57,5801624,4,0.2868
93.327,92.746,92.584,0.0288,77.0,1,2,2,1,1,25.0,57,5760498,1,0.2868
92.878,93.316,92.667,0.0377,47.0,4,1,3,8,8,4.0,57,5798072,3,0.2868
93.498,93.346,92.762,0.0346,50.0,3,0,9,5,5,10.0,57,5795728,11,0.2868
93.966,93.098,93.078,0.0192,32.0,5,0,7,7,7,6.0,57,5797742,13,0.2868
93.78,93.358,93.207,0.0247,30.0,6,0,4,15,15,0.0,57,5846862,16,0.2868
93.762,93.335,93.235,0.0058,20.0,8,0,5,4,4,12.0,57,5782225,12,0.2868
94.048,93.378,93.246,0.0123,6.0,12,0,6,13,13,0.0,57,5837217,2,0.2868
93.827,93.146,93.327,0.031,67.0,2,1,8,2,2,18.0,57,5769609,8,0.2868
94.071,93.702,0.0,0.0255,13.0,10,0,10,10,10,1.0,57,5807129,6,0.2868
93.498,93.762,0.0,0.0177,26.0,7,0,11,3,3,15.0,57,5780005,5,0.2868
94.31,93.914,0.0,0.0274,10.0,11,0,12,6,6,8.0,57,5796496,7,0.2868
94.12,93.974,0.0,0.025,6.0,13,0,13,16,16,0.0,56,0,21,0.1509
94.409,93.976,0.0,0.0223,5.0,14,0,14,12,12,0.0,57,5833431,15,0.2868
94.425,94.105,0.0,0.0241,0.0,16,0,15,14,14,0.0,57,5842009,9,0.2868
94.314,94.284,0.0,0.0057,1.0,15,0,16,0,22,0.0,16,0,22,0.0015
94.425,0.0,0.0,0.0094,0.0,17,0,17,11,11,0.0,57,5826948,17,0.2868
94.73,0.0,0.0,0.0058,0.0,18,0,22,18,18,0.0,56,0,10,0.1509
95.283,0.0,0.0,0.0038,0.0,20,0,18,17,17,0.0,56,0,20,0.1509
96.178,0.0,0.0,0.0033,0.0,19,0,19,19,19,0.0,56,0,14,0.1509
96.304,0.0,0.0,0.0019,0.0,21,0,20,21,21,0.0,55,0,19,0.0603
96.476,0.0,0.0,0.0034,0.0,22,0,21,20,20,0.0,56,0,18,0.1509
81.913,81.776,80.718,0.0201,22.0,9,0,1,6,6,8.0,66,6024616,11,0.2868
81.728,81.001,80.972,0.0346,50.0,4,0,2,12,12,0.0,65,0,13,0.1509
82.158,81.602,81.054,0.0288,89.0,1,2,3,4,4,12.0,66,5994869,9,0.2868
82.21,81.676,81.177,0.031,85.0,2,1,4,2,2,18.0,66,5965934,6,0.2868
82.264,81.646,81.218,0.0377,72.0,3,2,5,1,1,25.0,66,5956596,5,0.2868
82.492,81.978,81.219,0.0247,45.0,5,0,9,3,3,15.0,66,5982645,2,0.2868
82.613,81.998,81.308,0.0177,26.0,7,0,6,22,22,0.0,8,0,22,0.0161
82.342,81.718,81.57,0.0192,42.0,6,0,7,5,5,10.0,66,6004559,8,0.2868
83.116,81.79,82.069,0.0274,12.0,11,0,8,9,9,2.0,66,6038334,10,0.2868
82.663,82.019,82.233,0.0058,26.0,8,0,10,7,7,6.0,66,6025584,7,0.2868
82.905,82.127,0.0,0.025,7.0,12,0,11,10,10,1.0,65,0,16,0.1509
82.775,82.166,0.0,0.0057,1.0,15,0,12,20,20,0.0,52,0,17,0.0397
82.952,82.346,0.0,0.0123,6.0,13,0,13,13,13,0.0,65,0,3,0.1509
83.166,82.355,0.0,0.0255,17.0,10,0,14,8,8,4.0,66,6036102,14,0.2868
83.058,82.389,0.0,0.0223,5.0,14,0,15,15,15,0.0,65,0,4,0.1509
83.218,82.793,0.0,0.0058,0.0,16,0,19,11,11,0.0,65,0,1,0.1509
83.26,0.0,0.0,0.0241,0.0,17,0,16,16,16,0.0,65,0,20,0.1509
83.318,0.0,0.0,0.0094,0.0,18,0,17,14,14,0.0,65,0,12,0.1509
84.661,0.0,0.0,0.0019,0.0,21,0,18,21,21,0.0,21,0,21,0.0033
84.713,0.0,0.0,0.0033,0.0,19,0,20,18,18,0.0,64,0,18,0.0603
84.996,0.0,0.0,0.0034,0.0,22,0,21,19,19,0.0,64,0,15,0.0603
85.07,0.0,0.0,0.0038,0.0,20,0,22,17,17,0.0,65,0,19,0.1509
84.62,76.135,73.876,0.0201,47.0,6,1,1,1,1,25.0,78,8272056,6,0.2868
83.779,76.265,73.967,0.0346,62.0,4,0,2,4,4,12.0,78,8285950,3,0.2868
84.243,75.988,73.98,0.0288,107.0,1,2,3,2,2,18.0,78,8275944,1,0.2868
85.352,77.322,74.181,0.0192,57.0,5,0,4,3,3,15.0,78,8278370,4,0.2868
85.835,76.04,74.822,0.031,86.0,2,1,5,10,10,1.0,78,8308638,2,0.2868
83.712,76.51,74.824,0.0377,78.0,3,2,6,7,7,6.0,78,8298790,12,0.2868
84.682,77.748,75.138,0.0274,12.0,12,0,7,16,16,0.0,72,0,14,0.0161
85.108,77.261,75.383,0.0123,16.0,11,0,8,5,5,10.0,78,8293533,5,0.2868
83.744,77.42,75.647,0.0255,25.0,10,0,9,6,6,8.0,78,8295159,8,0.2868
83.699,77.623,75.703,0.0057,5.0,15,0,10,8,8,4.0,78,8299279,10,0.2868
85.547,78.331,0.0,0.0223,5.0,14,0,11,11,11,0.0,78,8314628,15,0.2868
84.852,78.344,0.0,0.025,7.0,13,0,12,0,18,0.0,61,0,13,0.0319
83.738,78.603,0.0,0.0177,26.0,9,0,13,0,17,0.0,63,0,21,0.0319
84.681,79.077,0.0,0.0241,0.0,17,0,14,12,12,0.0,78,8314747,20,0.2868
86.095,79.408,0.0,0.0019,0.0,22,0,15,15,15,0.0,78,8334646,17,0.2868
83.452,81.688,0.0,0.0094,0.0,18,0,16,0,20,0.0,44,0,19,0.0319
86.322,0.0,0.0,0.0058,28.0,8,0,17,9,9,2.0,78,8299664,11,0.2868
86.633,0.0,0.0,0.0038,0.0,20,0,18,0,22,0.0,7,0,22,0.0303
86.917,0.0,0.0,0.0058,0.0,16,0,19,13,13,0.0,78,8315268,7,0.2868
87.303,0.0,0.0,0.0034,0.0,21,0,22,14,14,0.0,78,8321941,9,0.2868
0.0,0.0,0.0,0.0033,0.0,19,0,20,0,19,0.0,58,0,18,0.0095
0.0,0.0,0.0,0.0247,45.0,7,0,21,0,21,0.0,28,0,16,0.0397
82.318,88.166,85.425,0.0288,132.0,1,3,1,1,1,25.0,70,5529143,5,0.2868
83.801,87.649,85.512,0.0346,77.0,4,0,2,3,3,15.0,70,5545085,3,0.2868
83.446,88.419,85.897,0.0241,0.0,17,0,3,14,14,0.0,69,0,14,0.1509
83.84,88.42,86.008,0.0201,57.0,6,1,4,5,5,10.0,70,5598868,4,0.2868
83.247,88.145,86.208,0.0192,69.0,5,0,5,4,4,12.0,70,5554874,1,0.2868
83.224,88.788,86.504,0.0377,96.0,2,2,6,2,2,18.0,70,5543551,2,0.2868
84.159,88.527,86.543,0.0057,13.0,12,0,7,6,6,8.0,69,0,13,0.1509
84.551,88.799,87.348,0.0123,17.0,11,0,8,10,10,1.0,69,0,10,0.1509
84.451,88.667,87.432,0.031,88.0,3,1,10,9,9,2.0,69,0,11,0.1509
84.77,89.359,87.946,0.025,7.0,14,0,11,15,15,0.0,68,0,16,0.0603
83.899,89.435,0.0,0.0223,5.0,15,0,9,0,21,0.0,45,0,18,0.0319
84.176,89.761,0.0,0.0274,12.0,13,0,12,11,11,0.0,69,0,7,0.1509
84.776,89.917,0.0,0.0094,0.0,18,0,13,16,16,0.0,68,0,15,0.0603
84.021,90.068,0.0,0.0255,25.0,10,0,14,12,12,0.0,69,0,8,0.1509
84.408,90.315,0.0,0.0058,0.0,16,0,15,20,20,0.0,63,0,20,0.0397
83.735,90.354,0.0,0.0247,49.0,7,0,16,8,8,4.0,69,0,6,0.1509
84.908,0.0,0.0,0.0058,34.0,8,0,17,7,7,6.0,69,0,12,0.1509
85.626,0.0,0.0,0.0038,0.0,20,0,18,18,18,0.0,67,0,19,0.0273
85.716,0.0,0.0,0.0177,26.0,9,0,22,13,13,0.0,69,0,9,0.1509
86.508,0.0,0.0,0.0033,0.0,19,0,19,17,17,0.0,68,0,17,0.0603
87.062,0.0,0.0,0.0034,0.0,21,0,20,19,19,0.0,67,0,21,0.0273
87.11,0.0,0.0,0.0019,0.0,22,0,21,0,22,0.0,43,0,22,0.0319
90.995,91.224,89.607,0.0346,89.0,4,0,1,4,4,12.0,52,5587212,4,0.2868
91.355,91.028,90.059,0.0201,82.0,6,2,2,1,1,25.0,52,5579456,2,0.2868
91.559,90.99,90.211,0.0288,132.0,1,3,3,0,21,0.0,41,0,5,0.0303
91.605,91.002,90.22,0.0192,87.0,5,0,4,2,2,18.0,52,5580221,1,0.2868
92.062,91.291,90.736,0.0058,36.0,8,0,21,9,9,2.0,52,5597399,7,0.2868
92.097,91.182,90.757,0.025,11.0,14,0,5,8,8,4.0,52,5595999,11,0.2868
92.002,91.097,90.908,0.0123,23.0,11,0,6,7,7,6.0,52,5595791,12,0.2868
